Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Shipment_month,Delivery_Date,Delivery_month,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Invalid dates,,,
SH10141,Warehouse_BOS,Chicago,USPS,2023-10-15,Oct 2023,2023-10-20,Oct 2023,18.40,237.17,Delivered,1939,5,valid,,,
SH10851,Warehouse_CHI,Atlanta,UPS,2023-10-15,Oct 2023,2023-10-19,Oct 2023,21.50,163.13,Delivered,976,4,valid,,,
SH10891,Warehouse_NYC,Atlanta,LaserShip,2023-10-15,Oct 2023,2023-10-19,Oct 2023,75.70,211.30,Delivered,870,4,valid,,,
SH11075,Warehouse_LA,Boston,Amazon Logistics,2023-10-15,Oct 2023,2023-10-21,Oct 2023,6.00,162.40,Delivered,1231,6,valid,,,
SH11407,Warehouse_CHI,Los Angeles,Amazon Logistics,2023-10-15,Oct 2023,2023-10-19,Oct 2023,22.00,86.67,Delivered,544,4,valid,,,
SH11768,Warehouse_HOU,New York,DHL,2023-10-15,Oct 2023,2023-10-18,Oct 2023,18.10,148.79,Delivered,914,3,valid,,,
SH11834,Warehouse_BOS,Detroit,USPS,2023-10-15,Oct 2023,2023-10-18,Oct 2023,4.80,173.28,Delivered,1478,3,valid,,,
SH10018,Warehouse_ATL,Atlanta,OnTrac,2023-10-16,Oct 2023,2023-10-25,Oct 2023,6.30,124.52,Delivered,1055,9,valid,,,
SH10320,Warehouse_BOS,Minneapolis,OnTrac,2023-10-16,Oct 2023,2023-10-21,Oct 2023,52.10,282.08,Delivered,1861,5,valid,,,
SH10471,Warehouse_MIA,Los Angeles,LaserShip,2023-10-16,Oct 2023,2023-10-22,Oct 2023,10.50,133.36,Delivered,1072,6,valid,,,
SH11307,Warehouse_BOS,Chicago,FedEx,2023-10-16,Oct 2023,2023-10-20,Oct 2023,42.30,221.50,Delivered,1178,4,valid,,,
SH11586,Warehouse_BOS,Atlanta,USPS,2023-10-16,Oct 2023,2023-10-17,Oct 2023,58.50,83.51,Delivered,122,1,valid,,,
SH11590,Warehouse_SEA,Atlanta,Amazon Logistics,2023-10-16,Oct 2023,2023-10-19,Oct 2023,15.20,160.36,Delivered,1098,3,valid,,,
SH11600,Warehouse_LA,Minneapolis,LaserShip,2023-10-16,Oct 2023,2023-10-22,Oct 2023,32.30,304.81,Delivered,2156,6,valid,,,
SH10196,Warehouse_SF,New York,OnTrac,2023-10-16,Oct 2023,2023-10-22,Oct 2023,19.00,321.04,Lost,2278,6,valid,,,
SH10663,Warehouse_CHI,Seattle,DHL,2023-10-17,Oct 2023,2023-11-03,Nov 2023,38.00,416.88,Delayed,2447,6,valid,,,
SH10163,Warehouse_CHI,Miami,Amazon Logistics,2023-10-17,Oct 2023,2023-10-21,Oct 2023,19.70,196.56,Delivered,1350,4,valid,,,
SH10947,Warehouse_ATL,Atlanta,UPS,2023-10-17,Oct 2023,2023-10-23,Oct 2023,53.80,334.19,Delivered,2107,6,valid,,,
SH11085,Warehouse_SF,Atlanta,FedEx,2023-10-17,Oct 2023,2023-10-21,Oct 2023,22.90,178.45,Delivered,1185,4,valid,,,
SH11998,Warehouse_SEA,Detroit,USPS,2023-10-17,Oct 2023,2023-10-22,Oct 2023,10.90,272.31,Delivered,2188,5,valid,,,
SH11425,Warehouse_ATL,Denver,FedEx,2023-10-17,Oct 2023,2023-10-19,Oct 2023,11.00,68.25,Returned,403,2,valid,,,
SH10610,Warehouse_HOU,San Francisco,LaserShip,2023-10-18,Oct 2023,2023-11-03,Nov 2023,24.20,284.17,Delayed,2188,5,valid,,,
SH10128,Warehouse_BOS,Miami,LaserShip,2023-10-18,Oct 2023,2023-10-27,Oct 2023,3.20,159.82,Delivered,1260,9,valid,,,
SH10576,Warehouse_CHI,Phoenix,OnTrac,2023-10-18,Oct 2023,2023-10-24,Oct 2023,27.80,294.98,Delivered,2409,6,valid,,,
SH11338,Warehouse_HOU,San Francisco,FedEx,2023-10-18,Oct 2023,2023-10-24,Oct 2023,73.00,347.07,Delivered,1762,6,valid,,,
SH11398,Warehouse_HOU,Detroit,OnTrac,2023-10-18,Oct 2023,2023-10-22,Oct 2023,16.30,248.97,Delivered,2057,4,valid,,,
SH11172,Warehouse_LA,Seattle,OnTrac,2023-10-19,Oct 2023,2023-11-02,Nov 2023,17.30,156.70,Delayed,1135,5,valid,,,
SH10006,Warehouse_BOS,Houston,UPS,2023-10-19,Oct 2023,2023-10-23,Oct 2023,0.40,225.23,Delivered,1522,4,valid,,,
SH10279,Warehouse_SF,Minneapolis,USPS,2023-10-19,Oct 2023,2023-10-20,Oct 2023,37.70,77.30,Delivered,293,1,valid,,,
SH10681,Warehouse_BOS,Phoenix,OnTrac,2023-10-19,Oct 2023,2023-10-22,Oct 2023,13.60,141.30,Delivered,1123,3,valid,,,
SH10824,Warehouse_ATL,Minneapolis,USPS,2023-10-19,Oct 2023,2023-10-22,Oct 2023,5.80,120.42,Delivered,1093,3,valid,,,
SH11497,Warehouse_HOU,Minneapolis,DHL,2023-10-19,Oct 2023,2023-10-20,Oct 2023,10.80,,Delivered,185,1,valid,,,
SH10671,Warehouse_MIA,Minneapolis,DHL,2023-10-20,Oct 2023,2023-11-03,Nov 2023,22.80,362.33,Delayed,2452,5,valid,,,
SH11753,Warehouse_SF,Denver,USPS,2023-10-20,Oct 2023,2023-11-06,Nov 2023,12.40,256.57,Delayed,2179,6,valid,,,
SH10344,Warehouse_LA,Chicago,USPS,2023-10-20,Oct 2023,2023-10-24,Oct 2023,26.20,210.07,Delivered,1707,4,valid,,,
SH10434,Warehouse_HOU,Phoenix,DHL,2023-10-20,Oct 2023,2023-10-23,Oct 2023,14.20,161.26,Delivered,978,3,valid,,,
SH10505,Warehouse_MIA,Houston,FedEx,2023-10-20,Oct 2023,2023-10-22,Oct 2023,51.60,103.41,Delivered,239,2,valid,,,
SH10911,Warehouse_BOS,New York,LaserShip,2023-10-20,Oct 2023,2023-10-22,Oct 2023,31.60,74.81,Delivered,308,2,valid,,,
SH10961,Warehouse_ATL,Miami,UPS,2023-10-20,Oct 2023,2023-10-22,Oct 2023,16.10,102.41,Delivered,625,2,valid,,,
SH11367,Warehouse_DEN,New York,FedEx,2023-10-20,Oct 2023,2023-10-24,Oct 2023,12.00,210.09,Delivered,1580,4,valid,,,
SH11441,Warehouse_CHI,San Francisco,Amazon Logistics,2023-10-20,Oct 2023,2023-10-25,Oct 2023,67.20,183.10,Delivered,794,5,valid,,,
SH11761,Warehouse_DEN,Minneapolis,OnTrac,2023-10-20,Oct 2023,2023-10-24,Oct 2023,23.50,194.11,Delivered,1324,4,valid,,,
SH11960,Warehouse_MIA,Boston,FedEx,2023-10-20,Oct 2023,2023-10-25,Oct 2023,12.90,245.79,Delivered,1734,5,valid,,,
SH11652,Warehouse_ATL,Dallas,LaserShip,2023-10-20,Oct 2023,2023-10-25,Oct 2023,27.90,261.50,In Transit,1773,5,valid,,,
SH11585,Warehouse_HOU,Chicago,DHL,2023-10-21,Oct 2023,2023-11-03,Nov 2023,31.00,346.62,Delayed,2201,8,valid,,,
SH10593,Warehouse_SF,Phoenix,FedEx,2023-10-21,Oct 2023,2023-10-26,Oct 2023,15.30,343.33,Delivered,2483,5,valid,,,
SH10973,Warehouse_MIA,Portland,FedEx,2023-10-21,Oct 2023,2023-10-25,Oct 2023,32.30,233.32,Delivered,1492,4,valid,,,
SH11258,Warehouse_CHI,Dallas,Amazon Logistics,2023-10-21,Oct 2023,2023-10-26,Oct 2023,14.50,202.38,Delivered,1704,5,valid,,,
SH11776,Warehouse_DEN,Detroit,OnTrac,2023-10-21,Oct 2023,2023-10-26,Oct 2023,6.30,282.62,Delivered,2188,5,valid,,,
SH10280,Warehouse_SEA,Dallas,OnTrac,2023-10-22,Oct 2023,2023-10-26,Oct 2023,20.10,209.94,Delivered,1401,4,valid,,,
SH11772,Warehouse_ATL,Miami,DHL,2023-10-22,Oct 2023,2023-10-30,Oct 2023,33.70,402.35,Delivered,2414,8,valid,,,
SH10324,Warehouse_BOS,Miami,FedEx,2023-10-23,Oct 2023,2023-10-27,Oct 2023,45.90,89.19,Delivered,247,4,valid,,,
SH10883,Warehouse_DEN,Chicago,Amazon Logistics,2023-10-23,Oct 2023,2023-10-30,Oct 2023,8.70,296.81,Delivered,2333,7,valid,,,
SH10905,Warehouse_HOU,Miami,OnTrac,2023-10-23,Oct 2023,2023-10-26,Oct 2023,59.40,192.19,Delivered,1118,3,valid,,,
SH11366,Warehouse_MIA,San Francisco,LaserShip,2023-10-23,Oct 2023,2023-10-25,Oct 2023,28.00,146.54,Delivered,956,2,valid,,,
SH11509,Warehouse_HOU,Boston,UPS,2023-10-23,Oct 2023,2023-10-24,Oct 2023,40.90,86.69,Delivered,295,1,valid,,,
SH10928,Warehouse_MIA,Phoenix,Amazon Logistics,2023-10-24,Oct 2023,2023-10-28,Oct 2023,13.60,187.79,Delivered,1584,4,valid,,,
SH11088,Warehouse_BOS,New York,DHL,2023-10-24,Oct 2023,2023-10-26,Oct 2023,3.50,105.56,Delivered,799,2,valid,,,
SH11129,Warehouse_SEA,Phoenix,USPS,2023-10-24,Oct 2023,2023-10-28,Oct 2023,21.50,200.39,Delivered,1391,4,valid,,,
SH11597,Warehouse_DEN,Atlanta,OnTrac,2023-10-24,Oct 2023,2023-10-26,Oct 2023,20.00,113.54,Delivered,737,2,valid,,,
SH11736,Warehouse_SF,Phoenix,LaserShip,2023-10-24,Oct 2023,2023-11-01,Nov 2023,32.00,301.33,Delivered,2356,8,valid,,,
SH11942,Warehouse_ATL,Portland,USPS,2023-10-24,Oct 2023,2023-10-31,Oct 2023,17.00,283.07,Delivered,2191,7,valid,,,
SH10210,Warehouse_BOS,Detroit,DHL,2023-10-25,Oct 2023,2023-10-27,Oct 2023,33.70,162.31,Delivered,796,2,valid,,,
SH10463,Warehouse_HOU,Dallas,LaserShip,2023-10-25,Oct 2023,2023-10-27,Oct 2023,38.90,114.76,Delivered,603,2,valid,,,
SH10858,Warehouse_SF,Phoenix,FedEx,2023-10-25,Oct 2023,2023-10-29,Oct 2023,11.60,147.12,Delivered,905,4,valid,,,
SH11099,Warehouse_DEN,Atlanta,OnTrac,2023-10-25,Oct 2023,2023-10-31,Oct 2023,12.60,158.56,Delivered,1256,6,valid,,,
SH11875,Warehouse_CHI,Denver,UPS,2023-10-25,Oct 2023,2023-10-30,Oct 2023,5.90,145.47,Delivered,1000,5,valid,,,
SH11790,Warehouse_SF,Denver,UPS,2023-10-26,Oct 2023,2023-11-05,Nov 2023,34.00,316.69,Delayed,2072,6,valid,,,
SH10023,Warehouse_SEA,Los Angeles,DHL,2023-10-26,Oct 2023,2023-10-29,Oct 2023,22.20,228.57,Delivered,1402,3,valid,,,
SH10613,Warehouse_DEN,New York,Amazon Logistics,2023-10-26,Oct 2023,2023-10-30,Oct 2023,39.00,61.95,Delivered,109,4,valid,,,
SH10688,Warehouse_SF,Portland,OnTrac,2023-10-26,Oct 2023,2023-10-30,Oct 2023,50.10,282.69,Delivered,1646,4,valid,,,
SH10884,Warehouse_SEA,Dallas,FedEx,2023-10-26,Oct 2023,2023-10-27,Oct 2023,27.50,68.71,Delivered,303,1,valid,,,
SH11000,Warehouse_DEN,Chicago,FedEx,2023-10-26,Oct 2023,2023-10-29,Oct 2023,3.40,77.16,Delivered,500,3,valid,,,
SH11228,Warehouse_DEN,Los Angeles,Amazon Logistics,2023-10-26,Oct 2023,2023-10-30,Oct 2023,18.40,115.48,Delivered,723,4,valid,,,
SH10057,Warehouse_HOU,Los Angeles,LaserShip,2023-10-26,Oct 2023,2023-10-29,Oct 2023,6.80,42.06,Lost,255,3,valid,,,
SH10328,Warehouse_ATL,Chicago,DHL,2023-10-27,Oct 2023,2023-11-01,Nov 2023,41.80,174.68,Delivered,773,5,valid,,,
SH10676,Warehouse_MIA,Los Angeles,DHL,2023-10-27,Oct 2023,2023-11-01,Nov 2023,43.70,401.12,Delivered,2460,5,valid,,,
SH10736,Warehouse_DEN,Los Angeles,LaserShip,2023-10-27,Oct 2023,2023-11-02,Nov 2023,474.20,341.15,Delivered,2200,6,valid,,,
SH10742,Warehouse_HOU,Denver,FedEx,2023-10-27,Oct 2023,2023-10-31,Oct 2023,27.10,165.65,Delivered,1030,4,valid,,,
SH10802,Warehouse_DEN,Dallas,USPS,2023-10-27,Oct 2023,2023-10-29,Oct 2023,4.60,44.35,Delivered,345,2,valid,,,
SH11005,Warehouse_SEA,Atlanta,DHL,2023-10-27,Oct 2023,2023-10-30,Oct 2023,27.60,157.00,Delivered,850,3,valid,,,
SH11310,Warehouse_SF,Chicago,DHL,2023-10-27,Oct 2023,2023-10-31,Oct 2023,11.10,100.08,Delivered,640,4,valid,,,
SH11793,Warehouse_DEN,Detroit,UPS,2023-10-27,Oct 2023,2023-10-30,Oct 2023,7.90,111.49,Delivered,865,3,valid,,,
SH11996,Warehouse_HOU,Phoenix,UPS,2023-10-27,Oct 2023,2023-11-01,Nov 2023,36.50,279.47,Delivered,1708,5,valid,,,
SH11804,Warehouse_HOU,Miami,FedEx,2023-10-28,Oct 2023,2023-11-13,Nov 2023,14.70,224.05,Delayed,1715,5,valid,,,
SH10314,Warehouse_CHI,Portland,DHL,2023-10-28,Oct 2023,2023-11-01,Nov 2023,37.90,100.86,Delivered,305,4,valid,,,
SH10347,Warehouse_NYC,Detroit,USPS,2023-10-28,Oct 2023,2023-11-02,Nov 2023,42.40,192.86,Delivered,1319,5,valid,,,
SH10401,Warehouse_ATL,Portland,LaserShip,2023-10-28,Oct 2023,2023-11-01,Nov 2023,6.90,194.18,Delivered,1649,4,valid,,,
SH10916,Warehouse_NYC,Minneapolis,FedEx,2023-10-28,Oct 2023,2023-10-29,Oct 2023,8.10,81.18,Delivered,481,1,valid,,,
SH11089,Warehouse_LA,Detroit,LaserShip,2023-10-28,Oct 2023,2023-10-31,Oct 2023,70.40,166.43,Delivered,795,3,valid,,,
SH11866,Warehouse_LA,Denver,Amazon Logistics,2023-10-28,Oct 2023,2023-11-05,Nov 2023,18.10,242.86,Delivered,1746,8,valid,,,
SH11255,Warehouse_NYC,New York,UPS,2023-10-29,Oct 2023,2023-11-01,Nov 2023,15.50,159.84,Delivered,1090,3,valid,,,
SH11547,Warehouse_BOS,Denver,OnTrac,2023-10-29,Oct 2023,2023-11-06,Nov 2023,17.50,240.07,Delivered,1720,8,valid,,,
SH11984,Warehouse_LA,Denver,UPS,2023-10-29,Oct 2023,2023-10-30,Oct 2023,33.00,58.45,Delivered,111,1,valid,,,
SH10711,Warehouse_NYC,Los Angeles,LaserShip,2023-10-30,Oct 2023,2023-11-03,Nov 2023,139.40,415.94,Delivered,1881,4,valid,,,
SH11010,Warehouse_MIA,New York,DHL,2023-10-30,Oct 2023,2023-11-04,Nov 2023,17.00,252.92,Delivered,1685,5,valid,,,
SH11667,Warehouse_CHI,Phoenix,LaserShip,2023-10-30,Oct 2023,2023-11-04,Nov 2023,26.50,254.13,Delivered,1815,5,valid,,,
SH11727,Warehouse_ATL,Boston,USPS,2023-10-30,Oct 2023,,,25.20,295.59,Delivered,2279,7,invalid,,,
SH10739,Warehouse_HOU,Boston,USPS,2023-10-31,Oct 2023,2023-11-02,Nov 2023,14.50,86.35,Delivered,585,2,valid,,,
SH11531,Warehouse_HOU,Portland,USPS,2023-10-31,Oct 2023,2023-11-03,Nov 2023,9.20,22.10,Delivered,123,3,valid,,,
SH11640,Warehouse_LA,Boston,USPS,2023-10-31,Oct 2023,2023-11-07,Nov 2023,32.40,226.41,Delivered,1636,7,valid,,,
SH10059,Warehouse_BOS,San Francisco,OnTrac,2023-11-01,Nov 2023,2023-11-06,Nov 2023,28.50,128.94,Delivered,622,5,valid,,,
SH10441,Warehouse_SF,Seattle,UPS,2023-11-01,Nov 2023,2023-11-05,Nov 2023,26.00,183.17,Delivered,1019,4,valid,,,
SH10943,Warehouse_CHI,Chicago,Amazon Logistics,2023-11-01,Nov 2023,2023-11-08,Nov 2023,8.90,390.80,Delivered,2441,7,valid,,,
SH11920,Warehouse_LA,Portland,FedEx,2023-11-01,Nov 2023,2023-11-04,Nov 2023,31.20,228.61,Lost,1128,3,valid,,,
SH10153,Warehouse_MIA,Chicago,LaserShip,2023-11-02,Nov 2023,2023-11-17,Nov 2023,45.00,118.74,Delayed,382,5,valid,,,
SH11216,Warehouse_MIA,Dallas,Amazon Logistics,2023-11-02,Nov 2023,2023-11-11,Nov 2023,26.10,286.32,Delayed,1611,4,valid,,,
SH10775,Warehouse_MIA,Miami,LaserShip,2023-11-02,Nov 2023,2023-11-07,Nov 2023,23.20,51.90,Delivered,147,5,valid,,,
SH10812,Warehouse_MIA,Portland,LaserShip,2023-11-02,Nov 2023,2023-11-04,Nov 2023,18.40,151.67,Delivered,862,2,valid,,,
SH11782,Warehouse_SF,Denver,UPS,2023-11-02,Nov 2023,2023-11-03,Nov 2023,14.70,81.27,Delivered,395,1,valid,,,
SH11837,Warehouse_SF,Los Angeles,LaserShip,2023-11-02,Nov 2023,2023-11-07,Nov 2023,15.20,322.73,Delivered,2106,5,valid,,,
SH10207,Warehouse_MIA,Detroit,DHL,2023-11-03,Nov 2023,2023-11-07,Nov 2023,14.70,285.59,Delivered,1423,4,valid,,,
SH10249,Warehouse_DEN,Chicago,USPS,2023-11-03,Nov 2023,2023-11-08,Nov 2023,13.60,316.04,Delivered,2073,5,valid,,,
SH10456,Warehouse_CHI,Houston,USPS,2023-11-03,Nov 2023,2023-11-08,Nov 2023,10.90,281.08,Delivered,1954,5,valid,,,
SH10861,Warehouse_SF,Atlanta,UPS,2023-11-03,Nov 2023,2023-11-05,Nov 2023,14.90,50.00,Delivered,161,2,valid,,,
SH10894,Warehouse_LA,Houston,USPS,2023-11-03,Nov 2023,2023-11-06,Nov 2023,21.00,186.14,Delivered,1090,3,valid,,,
SH11278,Warehouse_LA,Dallas,LaserShip,2023-11-03,Nov 2023,2023-11-08,Nov 2023,35.70,268.47,Delivered,1435,5,valid,,,
SH11752,Warehouse_DEN,Phoenix,Amazon Logistics,2023-11-03,Nov 2023,2023-11-06,Nov 2023,40.30,158.18,Delivered,645,3,valid,,,
SH11535,Warehouse_MIA,Denver,FedEx,2023-11-03,Nov 2023,2023-11-04,Nov 2023,6.00,50.96,In Transit,283,1,valid,,,
SH11289,Warehouse_SF,Chicago,LaserShip,2023-11-03,Nov 2023,2023-11-04,Nov 2023,10.30,40.65,Lost,188,1,valid,,,
SH10030,Warehouse_SF,San Francisco,LaserShip,2023-11-04,Nov 2023,,,28.50,109.33,Delivered,502,2,invalid,,,
SH10083,Warehouse_SF,Phoenix,LaserShip,2023-11-04,Nov 2023,2023-11-12,Nov 2023,9.30,333.26,Delivered,2210,8,valid,,,
SH10136,Warehouse_CHI,Miami,FedEx,2023-11-04,Nov 2023,2023-11-10,Nov 2023,15.90,257.13,Delivered,1350,6,valid,,,
SH10762,Warehouse_HOU,Los Angeles,UPS,2023-11-04,Nov 2023,2023-11-10,Nov 2023,10.30,332.84,Delivered,2174,6,valid,,,
SH11312,Warehouse_DEN,Phoenix,Amazon Logistics,2023-11-04,Nov 2023,2023-11-08,Nov 2023,25.60,270.11,Delivered,1671,4,valid,,,
SH11717,Warehouse_MIA,Atlanta,USPS,2023-11-04,Nov 2023,2023-11-09,Nov 2023,12.20,37.96,Delivered,152,5,valid,,,
SH11838,Warehouse_SF,Houston,UPS,2023-11-04,Nov 2023,2023-11-06,Nov 2023,19.50,123.49,Delivered,629,2,valid,,,
SH10038,Warehouse_SF,Detroit,LaserShip,2023-11-04,Nov 2023,2023-11-10,Nov 2023,30.70,282.71,Returned,1674,6,valid,,,
SH11733,Warehouse_HOU,Phoenix,Amazon Logistics,2023-11-05,Nov 2023,2023-11-16,Nov 2023,22.50,320.20,Delivered,1865,11,valid,,,
SH11872,Warehouse_LA,New York,LaserShip,2023-11-05,Nov 2023,2023-11-11,Nov 2023,17.30,309.39,Delivered,1780,6,valid,,,
SH11221,Warehouse_MIA,Los Angeles,LaserShip,2023-11-05,Nov 2023,2023-11-07,Nov 2023,29.50,109.58,In Transit,409,2,valid,,,
SH11141,Warehouse_LA,San Francisco,UPS,2023-11-06,Nov 2023,2023-11-18,Nov 2023,49.60,245.62,Delayed,1043,5,valid,,,
SH11633,Warehouse_HOU,Miami,DHL,2023-11-06,Nov 2023,2023-11-10,Nov 2023,10.00,118.15,Delayed,638,2,valid,,,
SH10037,Warehouse_SF,Dallas,Amazon Logistics,2023-11-06,Nov 2023,2023-11-11,Nov 2023,26.60,333.35,Delivered,2209,5,valid,,,
SH10193,Warehouse_NYC,Dallas,LaserShip,2023-11-06,Nov 2023,2023-11-14,Nov 2023,12.80,378.16,Delivered,2465,8,valid,,,
SH10283,Warehouse_CHI,Boston,FedEx,2023-11-06,Nov 2023,2023-11-12,Nov 2023,29.50,194.07,Delivered,1041,6,valid,,,
SH11049,Warehouse_SF,San Francisco,USPS,2023-11-06,Nov 2023,2023-11-11,Nov 2023,53.30,343.47,Delivered,2222,5,valid,,,
SH11284,Warehouse_HOU,Phoenix,OnTrac,2023-11-06,Nov 2023,2023-11-10,Nov 2023,13.60,233.78,Delivered,1402,4,valid,,,
SH10346,Warehouse_SF,Houston,FedEx,2023-11-06,Nov 2023,2023-11-16,Nov 2023,10.80,349.56,In Transit,1953,10,valid,,,
SH11750,Warehouse_ATL,Seattle,LaserShip,2023-11-06,Nov 2023,2023-11-09,Nov 2023,12.40,167.33,Lost,1030,3,valid,,,
SH11292,Warehouse_CHI,Minneapolis,FedEx,2023-11-07,Nov 2023,,,53.00,355.09,Delayed,1709,4,invalid,,,
SH10332,Warehouse_MIA,Denver,UPS,2023-11-07,Nov 2023,2023-11-11,Nov 2023,10.30,233.37,Delivered,1477,4,valid,,,
SH10334,Warehouse_LA,Miami,DHL,2023-11-07,Nov 2023,2023-11-10,Nov 2023,19.00,127.07,Delivered,622,3,valid,,,
SH10381,Warehouse_MIA,Atlanta,USPS,2023-11-07,Nov 2023,2023-11-12,Nov 2023,40.30,206.28,Delivered,1076,5,valid,,,
SH10632,Warehouse_BOS,Minneapolis,UPS,2023-11-07,Nov 2023,2023-11-09,Nov 2023,6.90,107.24,Delivered,660,2,valid,,,
SH10734,Warehouse_SF,Detroit,FedEx,2023-11-07,Nov 2023,2023-11-12,Nov 2023,39.90,138.47,Delivered,475,5,valid,,,
SH10817,Warehouse_ATL,Phoenix,USPS,2023-11-07,Nov 2023,2023-11-12,Nov 2023,36.10,234.42,Delivered,1315,5,valid,,,
SH11087,Warehouse_BOS,Portland,OnTrac,2023-11-07,Nov 2023,2023-11-12,Nov 2023,40.00,437.26,Delivered,2431,5,valid,,,
SH11596,Warehouse_LA,New York,UPS,2023-11-07,Nov 2023,2023-11-11,Nov 2023,17.40,250.16,Delivered,1356,4,valid,,,
SH11779,Warehouse_BOS,Houston,DHL,2023-11-07,Nov 2023,2023-11-10,Nov 2023,73.90,268.70,Delivered,747,3,valid,,,
SH10900,Warehouse_LA,Los Angeles,DHL,2023-11-08,Nov 2023,2023-11-23,Nov 2023,11.90,103.00,Delayed,495,6,valid,,,
SH10138,Warehouse_NYC,Houston,OnTrac,2023-11-08,Nov 2023,2023-11-11,Nov 2023,66.50,199.04,Delivered,672,3,valid,,,
SH10841,Warehouse_MIA,Phoenix,LaserShip,2023-11-08,Nov 2023,2023-11-13,Nov 2023,25.90,272.00,Delivered,1763,5,valid,,,
SH11487,Warehouse_BOS,Minneapolis,DHL,2023-11-08,Nov 2023,2023-11-13,Nov 2023,17.80,407.33,Delivered,2300,5,valid,,,
SH11631,Warehouse_LA,Portland,FedEx,2023-11-08,Nov 2023,2023-11-14,Nov 2023,6.20,268.27,Delivered,1538,6,valid,,,
SH10290,Warehouse_LA,Dallas,OnTrac,2023-11-09,Nov 2023,2023-11-13,Nov 2023,10.60,235.34,Delivered,1435,4,valid,,,
SH11296,Warehouse_HOU,Dallas,LaserShip,2023-11-09,Nov 2023,2023-11-12,Nov 2023,22.80,260.19,Delivered,1512,3,valid,,,
SH11397,Warehouse_BOS,Portland,LaserShip,2023-11-09,Nov 2023,2023-11-12,Nov 2023,32.70,180.59,Delivered,958,3,valid,,,
SH11698,Warehouse_SEA,Portland,DHL,2023-11-09,Nov 2023,2023-11-13,Nov 2023,38.80,192.95,Delivered,755,4,valid,,,
SH10309,Warehouse_DEN,Phoenix,Amazon Logistics,2023-11-10,Nov 2023,2023-11-22,Nov 2023,36.50,109.90,Delayed,385,2,valid,,,
SH10089,Warehouse_NYC,Portland,LaserShip,2023-11-10,Nov 2023,2023-11-14,Nov 2023,127.80,247.54,Delivered,1482,4,valid,,,
SH10359,Warehouse_CHI,Detroit,Amazon Logistics,2023-11-10,Nov 2023,2023-11-12,Nov 2023,27.20,87.22,Delivered,283,2,valid,,,
SH11183,Warehouse_NYC,San Francisco,DHL,2023-11-10,Nov 2023,2023-11-18,Nov 2023,9.50,353.39,Delivered,2274,8,valid,,,
SH11970,Warehouse_SF,Dallas,OnTrac,2023-11-10,Nov 2023,2023-11-13,Nov 2023,20.40,149.89,Delivered,943,3,valid,,,
SH11994,Warehouse_SF,Seattle,Amazon Logistics,2023-11-10,Nov 2023,2023-11-12,Nov 2023,59.70,130.00,Delivered,237,2,valid,,,
SH10252,Warehouse_BOS,Los Angeles,UPS,2023-11-11,Nov 2023,2023-11-16,Nov 2023,21.50,437.58,Delivered,2433,5,valid,,,
SH10255,Warehouse_LA,Denver,UPS,2023-11-11,Nov 2023,2023-11-16,Nov 2023,17.90,191.48,Delivered,984,5,valid,,,
SH10612,Warehouse_HOU,Seattle,FedEx,2023-11-11,Nov 2023,2023-11-16,Nov 2023,0.30,333.92,Delivered,1775,5,valid,,,
SH10635,Warehouse_CHI,Denver,FedEx,2023-11-11,Nov 2023,2023-11-14,Nov 2023,65.20,264.64,Delivered,1000,3,valid,,,
SH10076,Warehouse_DEN,Houston,Amazon Logistics,2023-11-12,Nov 2023,2023-11-13,Nov 2023,25.40,85.28,Delivered,319,1,valid,,,
SH10160,Warehouse_LA,Atlanta,UPS,2023-11-12,Nov 2023,2023-11-16,Nov 2023,22.10,169.82,Delivered,821,4,valid,,,
SH10524,Warehouse_ATL,Detroit,Amazon Logistics,2023-11-12,Nov 2023,2023-11-16,Nov 2023,6.90,213.81,Delivered,1517,4,valid,,,
SH11881,Warehouse_MIA,Miami,FedEx,2023-11-12,Nov 2023,2023-11-14,Nov 2023,6.10,39.84,Delivered,218,2,valid,,,
SH11886,Warehouse_SF,Detroit,LaserShip,2023-11-12,Nov 2023,2023-11-15,Nov 2023,24.80,206.07,Delivered,1099,3,valid,,,
SH10530,Warehouse_NYC,Houston,UPS,2023-11-13,Nov 2023,2023-11-18,Nov 2023,5.50,248.81,Delivered,1769,5,valid,,,
SH10819,Warehouse_LA,New York,USPS,2023-11-13,Nov 2023,2023-11-18,Nov 2023,25.20,283.73,Delivered,1791,5,valid,,,
SH10825,Warehouse_NYC,Atlanta,FedEx,2023-11-13,Nov 2023,2023-11-19,Nov 2023,9.70,162.42,Delivered,870,6,valid,,,
SH10914,Warehouse_ATL,Houston,OnTrac,2023-11-13,Nov 2023,2023-11-16,Nov 2023,22.50,172.21,Delivered,945,3,valid,,,
SH10268,Warehouse_DEN,Miami,Amazon Logistics,2023-11-14,Nov 2023,2023-11-19,Nov 2023,8.70,202.52,Delivered,1348,5,valid,,,
SH10621,Warehouse_BOS,Portland,USPS,2023-11-14,Nov 2023,2023-11-22,Nov 2023,21.40,276.47,Delivered,1837,8,valid,,,
SH10857,Warehouse_SEA,Minneapolis,FedEx,2023-11-14,Nov 2023,2023-11-17,Nov 2023,8.30,166.12,Delivered,1054,3,valid,,,
